"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"112511",5.95632185702303,0.561446433319821,0.0191240730118468,1.86593051214561,0.0718813899627373,3.85681595486639,13,0.994711336639164,3.60466973151388,0.589332532275159,11.4121314798567,"4"
"117711",7.63793593441099,0.469775423839587,0.40943211897764,3.14763244804784,0.0772352734704477,21.9180572490497,45.9192559304426,0.996247331771205,3.47048627149526,0.703162061194782,11.7236784906897,"4"
"119011",8.10060627020785,0.578558437422869,0.13088656524479,1.99786270314081,0.073730293351062,5.83548924267252,18.0364768380333,0.996773631223501,3.29015776274683,0.597919294143046,9.29104049907065,"4"
"123411",9.67533529278625,0.288231242218692,0.53515353741337,1.68267992265186,0.162406960450192,12.2651903683395,36.8981526349981,0.996700287634001,3.23456182215487,0.553489888826774,9.42000506330285,"4"
"123611",8.39806452709473,0.565909088468198,0.137352079824028,12.0161527547241,0.0756949851551974,8.26740617469033,108.775465445341,0.995896682297217,3.16196677457641,0.612530618674813,10.1140320746623,"4"
"124011",6.51033364399536,0.656993860664245,0.0408312246015114,3.59597869858571,0.0578105888017845,11.0059342030807,20,0.994879701734632,3.44997126077082,0.563148312225994,11.8,"4"
"126211",6.06202290279566,0.736524771353063,0.10983548322475,1.91936536647816,0.0731984688212783,16.0351501998957,24,0.994116273163961,3.54649004688017,0.76278808077862,11.2758027346672,"4"
"126411",7.92243201662422,0.681673394570603,0.0422190337485647,2.170152723106,0.0828736438222411,14.0871876920377,26.9369014047936,0.996930283099957,3.32397580771166,0.584979426142722,10.0878480930884,"4"
"127711",8.5,0.397979463569609,0.4,5.99929089078683,0.0500110038317669,3,9.34519987222807,0.996246833628281,3.2839807915417,0.60449596224775,11.6736951087706,"4"
"129411",7.45389134395764,0.695582781861089,0.00649319720461379,1.86089124799349,0.0789276045857077,6.51464873725566,12,0.996332761287594,3.35730849967829,0.471201014974375,9.79397976420138,"4"
"130811",6.99680363955371,0.510165399292353,0.250001530344196,2.62473111851885,0.0624414427071043,15,29,0.993882808612795,3.26001825306564,0.727025027570741,11.2469048412558,"4"
"136411",9.7517487987985,0.354372896804564,0.372330496542963,2.09119370598655,0.082986334873932,11,62.2613718036635,0.998194251004367,3.21985777861625,0.499161519507377,9.53748635226475,"4"
"137011",7.63030025230597,0.578627358698447,0.190308649801666,1.51857870641685,0.069,4,8.93674530328828,0.994416492402847,3.17799662731523,0.417032182023501,9.97487694892807,"4"
"146811",6.70221576620874,0.681911712163301,0.0679529970292566,1.94941121666474,0.0740679651725886,18.112743488514,33.4102508430828,0.995792065050431,3.38075388668614,0.665516255882737,10.1556337852981,"4"
"148111",6.02679016174096,0.815754896218642,0.0126173926454411,1.99669067978319,0.10493167192256,6,12.2597218942227,0.995603503144351,3.59237634023826,0.545454646453741,10.5300034340597,"4"
"148311",7.01764539947444,0.589681789107099,0.0576646013466622,1.89013557908129,0.072961719361804,3,8.14780304141821,0.996209684510294,3.40621889387074,0.472983500312187,10.3,"4"
"148511",7.16476204720639,0.860642056576471,0.000773806658768979,2,0.109651016960038,4,11,0.99607927281034,3.40542815299279,0.566546113153475,10.0409392832878,"4"
"152211",6.93587017368858,0.49703526460301,0.0238907866397101,1.88230420027794,0.0982631195242122,8.31950360462699,22.923645703122,0.996043750355336,3.32439477257112,0.580834239416378,9.18798545940013,"4"
"2682",7.41260291468352,0.422167307534255,0.331087377592921,3.38446635082364,0.0779599840501323,15,37,0.997215426989729,3.35747977520805,0.592776731078047,12.0263959476026,"8"
"2792",10.9704938173563,0.412117624846884,0.454572046702472,6.09760666314379,0.087316094398333,5.22478518720612,13.1840095228004,0.997613174854371,3.22714808804326,0.824842910599019,12.5725125573707,"8"
"4412",12.2992492226418,0.424651368987979,0.616071479767561,1.74745135102421,0.0820340691786259,6,28.7648062149528,0.99733775776743,3.04917035267223,0.799037410244346,10.0235162522488,"8"
"4562",11.6356338431593,0.640860722946236,0.622195731815882,4.68651908510365,0.115686685839668,6.86702340445481,19.1601684908383,0.998995845876075,3.20260236514034,0.752786059454083,12.9587800226174,"8"
"4822",9.34036968578584,0.382961364416406,0.360759461987764,2.16619383748621,0.0809077765857801,6,17,0.996666887260377,3.18628203408793,0.905883652942721,11.4987013739068,"8"
"4962",10.5563698705717,0.349748064834575,0.542333957095364,2.93370695222527,0.0801952903964072,5.17182678828038,16,0.997028501126233,3.15200098506067,0.677624618823203,11.2684521755648,"8"
"4992",10.9802699775974,0.43516323386229,0.564777969168231,2.37925170594261,0.0630380511965737,5,15.9322239401599,0.997299817486878,3.18272214006074,0.654914178863012,10.5563641475423,"8"
"5892",5.27670177747495,0.332689115644898,0.284162488644943,1.95540941799991,0.0605221241919789,19.7376918520313,50,0.99413734049038,3.47178054180462,0.680859419107437,13.8166851626243,"8"
"8292",7.61148932632059,0.570723038930446,0.127830243250355,2.02865215863567,0.0702236616779119,34,44.3538600534666,0.994217193572582,3.45797279531136,0.596234514054377,9.44534471440129,"8"
"10622",9.07064647946972,0.325739281917922,0.490996912517585,2.12076631044038,0.106283063699491,7,16,0.995270882697329,3.26943200325128,0.735772537076846,12.3797132838285,"8"
"10912",9.46453926735558,0.285857843346894,0.514006740131881,1.9,0.0625225143604912,42.5388531999197,74,0.994295403491145,3.08553443484241,0.756043192273937,11.9770032686181,"8"
"11212",7.8702163163579,0.531915195076021,0.350434226190998,2.53454255822069,0.0793094342255956,8,17,0.993070062562526,3.21866293421226,0.731854024071565,12.2829624124541,"8"
"12702",8.23923718079459,0.488498100093566,0.307073880096432,2.27315858884249,0.0566160482466221,27.2918896800838,86.4290258008987,0.995068638885254,3.43437232117169,0.699587213275954,10.0625886836788,"8"
"14502",7.2,0.502389350008108,0.261962274153915,2.00312609592777,0.0588996202197404,15,29,0.994631288978616,3.24686320318993,0.665540201016515,11.3166608036514,"8"
"15502",7.23120655193925,0.921559957084246,0.209574872092344,1.90806734310463,0.0790797246559523,17,24,0.994194244552264,3.49769605467794,0.595680473570246,11.3902196799405,"8"
"26811",7.9,0.480124364966642,0.0380837243085313,2.55287429208502,0.078,15.63442116371,37.451829788093,0.996352061629469,3.34190261597604,0.745160397057396,11.734893776292,"8"
"27911",11.6420918875861,0.516456389044787,0.466330517424625,5.80928539582783,0.100215461092055,5.30328012769833,14.2283308070698,1.00094626249598,3.24218992214765,0.742109361470319,11.9914058847737,"8"
"44111",12.3823304011055,0.523600147354556,0.666679192324331,2.36385480018071,0.0729662390409904,5.91439354493857,26.4952347545984,0.998418576292087,3.02053792640735,0.673681106953842,9.78439461041516,"8"
"45611",11.2595606822286,0.614172043693499,0.680339639722378,5.19720755546576,0.08628849517205,5.33112299166172,18.8272544052101,0.998800208715251,3.22,0.675819314302587,12.7647254353953,"8"
"48211",9.2109305767877,0.407909272991443,0.499587425497448,1.93608564351534,0.0711943530845078,6.13681982946582,16.0486068366293,0.995627738059938,3.18908335716648,0.706819155053238,12.493318891907,"8"
"49611",10.7160106679622,0.36138089544413,0.56929553364041,2.29127365294937,0.0659216709628975,5,15.9568467163652,0.997231604736148,3.15275884437371,0.661147851814353,10.349798493947,"8"
"49911",10.5000752943617,0.349406169653248,0.542825185483822,2.73552953024318,0.0898090210073626,5.38950632573815,16,0.99718666662836,3.15315364726595,0.677356324757689,11.2673519258159,"8"
"58911",7.61050743422645,0.464829431928105,0.191761776133215,2.15025729969078,0.0727571174921958,19.4105499258731,49.3884644146715,0.996665520499379,3.39468043186415,0.759754640592163,11.1625024789095,"8"
"82911",7.52726916523562,0.736461977213183,0.0362567474990357,2.18193915856818,0.0735449222269879,33.0976996342652,44.5576478962122,0.994772675614765,3.26520080783525,0.613995266616299,9.88332386746484,"8"
"106211",7.9087435688202,0.206107711262684,0.407219340184886,1.74637980176124,0.0571294395224376,7,15.5102995294262,0.994580858029861,3.30683423842903,0.740930646361684,12.1260196140088,"8"
"109111",10.0018151682765,0.263569655392102,0.625359197075845,2.85815658541933,0.0797150071828154,38.8655578855629,74.6034397126675,0.995069813334435,3.07352876485578,0.693731779963974,11.8013939885767,"8"
"112111",7.84661188125404,0.396316407397544,0.417700578121617,2.62669292179998,0.0939069251779861,8,17,0.994626871827831,3.31391411275553,0.741309380923333,11.9840226554601,"8"
"127011",7.36692753835782,0.607789347944781,0.100795359396611,1.84994618966478,0.0615081408148736,27.3921968488968,87.3725205201748,0.995693737392258,3.33296909707535,0.581788569400858,9.84196908566899,"8"
"145011",7.01520638707838,0.513207519871919,0.252462859241974,2.3294018824405,0.0624431557641181,15,29,0.993611178599279,3.25924410539361,0.689948854402204,11.2962561585855,"8"
"155011",6.27520489816998,0.735270992801576,0.124759126174251,1.91601411164094,0.0775671389534276,16.1641470291088,24,0.994117680576545,3.53703398864823,0.664605543631415,11.2877744528445,"8"
"4603",9.90851584255866,0.567473638025001,0.604565086632913,2.4601376780265,0.0741413147492996,10.0881221102524,47.0761946577407,1.00016158515606,3.25649029449253,0.584576909434152,9.16779447521314,"3"
"6913",7.2882447008902,1.09627623864972,0.00182002201441631,4.3055201777633,0.0966990260049517,5,13.9500877482426,0.996650657524893,3.58544090809363,0.553113592177955,10.842576016831,"3"
"8333",10.3650855689991,0.573144143328117,0.400176802043875,1.44852709300353,0.139784552776273,34.0206608272813,48,0.997167312648753,3.36689552216294,0.84535214747349,9.88349359512997,"3"
"13003",7.54907078172546,1.34736434504273,0.0377302871644497,2.26335375783965,0.110406034988118,5,9,0.995373814585321,3.39323610765859,0.517733860318549,10.9,"3"
"13753",6.78051441451535,0.703580738346791,0.0779673347831704,1.31412552818656,0.0685392776064109,15.4066319684498,28.5624686710071,0.994641902710553,3.38225693474989,0.697575994632207,9.86250461861491,"3"
"14703",7.16068328132326,0.75879082591697,0.0499549068216665,1.60117494845411,0.0626657715290225,19.5825509852012,49,0.996474076634437,3.3102849908502,0.640194296359074,9.66146559214527,"3"
"14793",7.19594465864357,0.902206531530246,0.0172912226407789,4.83348943776218,0.0824188282054383,4.26412125257775,14,0.997693065816844,3.49121642631711,0.527078797076829,10.4621805072995,"3"
"15063",7.21400630110534,0.75710694509112,0.0116235979770004,1.80039319536203,0.0782292781783826,6.42711933452425,12,0.996191897501163,3.38356761790404,0.565972333638296,9.92471311405923,"3"
"46012",8.69272683290594,0.456622417103255,0.515219173202605,2.2757345446389,0.0749345791398309,10.4480884458202,47,0.996941585367267,3.2599275012183,0.613842802462757,9.55278649460684,"3"
"69112",7.71420709897729,0.994193052839823,0.107022506690179,3.43073957603178,0.0690487378534972,5,14.0363846719993,0.996680117179485,3.45227453306445,0.544978894267447,10.8788853683873,"3"
"83312",10.2714606119633,0.469471462100323,0.31727946256133,1.46049264310899,0.121726214477107,34.0419377872693,48,0.996185072322837,3.36467900095069,0.839814266985547,9.89330007643356,"3"
"130012",7.69624143439659,0.743879472130765,0.167439965461905,1.70009836182911,0.0781042037428613,4.30274443665671,9,0.994698853511128,3.37458021816692,0.536607552333979,9.86565070677512,"3"
"137512",6.69382639089606,0.311407710486069,0.0867886739740568,1.42020436876987,0.100081423335823,15.3221538058021,28.1690428549881,0.994820636209382,3.35041668784257,0.653708258316375,9.97886392209949,"3"
"147012",7.08473343627165,0.605323187605826,0.0499400367354442,2.02821313111951,0.0657608717784948,19.970971082446,49,0.996640373446058,3.31017183857714,0.559795811447634,9.69498915204072,"3"
"147912",7.33966789511737,0.515127534928005,0.0917905285238255,2.94991633516741,0.0729110237040204,3.64887440198957,14.717373613714,0.997081931351254,3.28129231051851,0.5396435281467,10.2964191542521,"3"
"150612",7.09488029750172,0.678841456031644,0.0231214913192775,1.82520235835626,0.0788721613958862,6.03148399678086,12,0.996514585501718,3.44645584223186,0.517670943845863,9.91402771517429,"3"
"46021",8.96807008068144,0.410235605626886,0.494582235039707,2.5945386841527,0.0795988332078453,11.1304321018075,47.0905025613893,0.996265800193644,3.27141108136209,0.613784217529727,9.64993365812003,"3"
"69121",7.63813390608082,1.1794699696833,0,4.2382996773196,0.0969643572692416,5,14,0.996694383998449,3.60361128155256,0.538888545191389,9.68337816097239,"3"
"83321",11.5574250309891,0.540054077640171,0.426217260439846,1.55860159081875,0.137781553992324,34.7224863656183,50.244260339443,0.996585359193037,3.36416802683553,0.797220736502161,9.89851565711228,"3"
"130021",7.51185320885056,1.20115423223648,0.0642391385383554,2.48912426455059,0.120939451057352,5,9,0.996158051239911,3.45362961418741,0.519515024117984,10.9,"3"
"137521",7.21930828411956,0.59720028712655,0.184412267724043,1.63772484159632,0.161681094571505,15.9950938282141,28.9815361575625,0.995011350658164,3.21688190115276,0.53831655447528,10.1364467127664,"3"
"147021",8.68325308367142,0.573925168972672,0.0882328455041107,2.27565222397005,0.0873131559862124,20,49,0.997508831576437,3.33530815506895,0.712389297807742,10.5583458874658,"3"
"147921",7.11583181725133,0.841993022288815,0.0291122309896817,4.58139976464117,0.0930818591912178,4.06160977159684,13.0373618968892,0.996988133829964,3.4077219686325,0.515239782645049,10.6858713379011,"3"
"150621",7.05549743445298,0.757513307475784,0.00584226483702554,1.86225994752923,0.079218795179129,6,12,0.996614364634665,3.39045675985691,0.5747100882055,9.92389271060131,"3"
"460111",9.42996261282927,0.560014217098361,0.122903987342739,2.65438371578208,0.0902062980346296,11.5539683724912,47.8538551593022,0.999465067547683,3.30960087529745,0.6098044314001,9.39103755532049,"3"
"691111",7.52608122289883,0.968771508701885,0.107803120494663,3.94928448363581,0.0709290544336985,5,14.0179231083074,0.996674381205781,3.49863138173344,0.543042313928012,10.8842767861464,"3"
"833111",10.2110921353451,0.718180785389853,0.226663512589133,1.39709040379511,0.132985820589988,34.0376102384505,48,0.995707317790983,3.32342399179942,0.794897018659472,9.84581287328203,"3"
"1300111",7.6999324885293,0.667898174834387,0.209747497620324,1.5280590511619,0.0717922139536386,4.29340681221943,9,0.994589524055086,3.19705834541674,0.539639150565873,9.84410063663162,"3"
"1375111",6.43101091342563,0.465735223544369,0.0426381538428612,1.54212146362351,0.0815455588145566,15.3194881488351,28.5230898919128,0.994663430098551,3.36912997010969,0.686475476554333,10.0865847647341,"3"
"1470111",7.06794223158834,0.809593099807155,0.0737368283306817,1.85116572804301,0.0691585087505901,20.5297177427659,49,0.996328021124193,3.33776874843977,0.584731190939308,9.69731418357483,"3"
"1479111",7.85480199490212,0.51683375221183,0.0939786137140756,2.11566840231293,0.0661973087469106,3.24633103265794,15.1237194828058,0.996384164099439,3.40305995631466,0.747885729424298,10.4585366782264,"3"
"1506111",7.178052430964,0.655168681870125,0.0292274775764104,1.8,0.078,6.99982702879571,12,0.995874134770728,3.34249323442558,0.416841036694152,9.59611922156908,"3"
"3912",6.12564511342239,1.1278163819075,0.0630177167519364,1.53927461950767,0.15838362125328,7,19.2413458700477,0.994499927510131,3.49089865966433,0.488326171543624,9.79975768459262,"4"
"4210",8.00945487993304,0.487560309590772,0.293144787303172,2.31240502363071,0.0776353650402743,17.023627216462,45.4212665760424,0.996669727450796,3.28535979782231,0.606758566373028,9.3,"4"
"809",8.29430858819373,0.615820510398357,0.280266826706738,1.80474003892051,0.0790888910260876,26.3744140112641,119.51802033805,0.997100662755136,3.19766936628698,1.1026990583488,9.10981580483271,"4"
"9512",7.50023893639445,0.992892479561269,0.0602031129971147,1.91875919448212,0.0691959092533216,41.1781939007342,86.9422652157955,0.995808422792424,3.64278869055212,0.486797386030667,10.1401841901243,"4"
"1527",9.44085161412384,0.566223551528198,0.94670368498997,3.4,0.507779179038718,32,69.0764811033188,0.999634731184067,2.97091655518745,1.92306143361173,9.41427788961596,"4"
"1623",8.1958159119308,0.681534441366659,0.0515208487991387,1.506462448555,0.0720098782590573,9.32746882897907,20.1895894742004,0.996779890937018,3.21193548987698,1.0509447001836,9.32449422318816,"4"
"1683",7.34050419235136,0.480147690954618,0.306553473258391,1.80766916181892,0.086987208019942,16.0672222536523,42.6992383340839,0.997433464670181,3.40159935788019,0.518943208940327,9.07877999169286,"4"
"1713",7.89551808022945,0.752958116987385,0.098430333747775,1.79628229487553,0.058657166160745,4,8.05158264961753,0.995920953247157,3.35377324571502,0.330024852302076,9.13933254720745,"4"
"2003",6.9055568378287,1.04335682972469,0.0524611009017417,2.09742749200872,0.0648915353693667,12.2178919669175,31,0.995134469955353,3.50977857115849,0.448674806578766,11.3098687677075,"4"
"2253",8.38794880794838,0.647783926581837,0.204927886989525,2.12691523784696,0.0903196124758782,14.5990551811895,54.9922731876207,0.997306813754205,3.32294322595828,0.569719042668245,10.2626273278404,"4"
"2673",8.05374005180784,0.745703139143297,0.0398989768652245,3.44441912905313,0.0924145609738771,26.8653284714092,61,0.998720652851393,3.59219971776009,0.691051510889083,10.2521211996442,"4"
"4103",11.5937888411805,0.492129529262893,0.284334829505533,3.17313815979287,0.0729139461726882,25.8780816462822,48.5352212358266,0.9981,3.07121234695194,0.565273549794219,9.62197821557056,"4"
"5773",9.96265536481238,0.483106331147365,0.241291609955895,2.19715834618873,0.109716017206647,6,14,0.997802806002651,3.33006863515302,0.622636506748612,9.99860994657471,"4"
"6013",8.14154873432126,0.915,0.163089476844762,2.10213463096879,0.0905911851983983,7,23,0.996280481849145,3.34623139376054,0.638619800419547,10.037348973332,"4"
"6483",8.25194332767346,0.853016746420585,0.0112162751889116,2.22213185243221,0.069989799026084,5,14.0169581563682,0.996690843097872,3.3834428600282,0.577861264081496,10.9620628435797,"4"
"6603",7.10527755262398,0.901583910519189,0.0209145258259824,4.39954002086677,0.0960116163698932,5,13.0224765527367,0.996961368198677,3.5367235329037,0.562540046937637,10.9954051371216,"4"
"7043",7.20985295111313,0.443964957210701,0.478892467699479,2.53842592749279,0.0741965156281367,20.0271153021604,84.4548999392428,0.997337497839327,3.54958369008265,0.592404364501126,9.66451062415726,"4"
"7253",7.5,0.542861543613253,0.259052112069912,2.94125727247447,0.093013095440343,5,12,0.995992458598875,3.46344882499427,0.588748861057684,11.2618666718248,"4"
"8143",6.81692164461814,0.387438885217548,0.127085642774978,2.14837187962602,0.0941341667808304,4,7.83906216337346,0.994498004721638,3.40172093869551,0.601165164461731,11.2522195519381,"4"
"8313",7.5058080829177,1.18312296716799,0.067655134681898,2.49997656701768,0.118749297491549,5,9,0.996280771389437,3.41658191531356,0.546518666583324,10.9,"4"
"8343",11.0110812720089,0.471314454908041,0.434133592995589,1.57565322006842,0.137034550645385,35.541413301095,50.9731132665486,0.997718359062682,3.3793604169281,0.846346695691848,9.88721929129155,"4"
"8733",7.21512678523105,0.361715870442442,0.18950782514722,1.90339404356324,0.0670600581403884,27.9534169614706,48.4169161091589,0.995771550695779,3.43005748601503,0.587543632174139,10.0416260287612,"4"
"8773",7.09199084521674,0.468118278811609,0.00920661195859912,2.25936014972982,0.06897130475666,6.91826369832011,14,0.995206564309228,3.42507294195575,0.644556377724212,10.9036170866804,"4"
"9283",8.21726759979501,0.626446256982163,0.189864413151518,2.27428283402696,0.075726561246207,11,74.1202160203829,0.996514428168461,3.2,0.468154130093753,9.27910235468298,"4"
"9383",12.5970288901357,0.609962326521054,0.530673795973416,1.68755960962735,0.065286498984322,6,25.9538249077741,0.998447380391941,3.05581055433489,0.573746535431128,9.92189272549003,"4"
"11253",6.17356681765523,0.540205086059868,0.0265975221153349,2.13886965373531,0.0924993392277975,3.3504238659516,13,0.995305515501776,3.71165972133633,0.614421114698052,11.4516547251027,"4"
"11773",6.59129878547292,0.854103281043863,0.100660486601188,4.02515312151267,0.0785120501363,22.3507649708784,46.6515743667109,0.995746610539272,3.5339033403579,0.611311425961113,11.4848734571716,"4"
"11903",8.6944525544066,0.903790517786983,0.194366316669621,1.52614023070782,0.0820205683177337,5,18.8633215378504,0.996343506201487,3.26015377521981,0.496542740594596,9.4212296789512,"4"
"12343",10.1349728376372,0.356586504440056,0.20088501715567,1.96258180427831,0.0756968637220562,13.9222456167918,35.1751109797042,0.99719158895121,3.25193614218151,0.515346958171576,9.01016764054075,"4"
"12363",6.10046335242223,0.549765953354072,0.302106774051208,12.145511993207,0.0659777593086474,10.9841831659433,114.840836488642,0.995541805005786,3.31149868704379,0.617250723452307,11.2713760468643,"4"
"12403",6.7264476696495,0.5006856232672,0.0679884766787291,5.08901200871915,0.0871022471636534,10.7641299408861,19.423149489332,0.995856610660506,3.3731643791683,0.675864447904751,11.6847156580538,"4"
"12623",6.28178196934959,0.991913727462975,0.0011543624877777,1.97130458211995,0.0816100016141112,16.8316717155761,24,0.994355255628069,3.58270780622943,0.58776264728931,11.2019602698673,"4"
"12643",8.160270906814,0.703057934389116,0.0359010862020086,2.17774829789085,0.0868392664046908,14.0030146185522,26.7635179606881,0.99774123123127,3.34263240157954,0.482055793505969,9.96854426516089,"4"
"12773",8.5,0.386829464896953,0.4,6.14599931681032,0.0500111348931323,3,9.68080709526113,0.996489426586927,3.34437988549039,0.611583774008948,11.8741438380534,"4"
"12943",7.48133058621115,0.698858768612133,0.00491001103295612,1.89151088786675,0.08287173983737,6.0643860638907,12,0.996509368204748,3.35670227685808,0.478622153374702,9.75857290612932,"4"
"13083",6.88169906502132,0.564299006687518,0.0973159074185742,3.5010340237015,0.067587745501408,15,29,0.995144380008977,3.34982204979367,0.684667713952586,11.1004357469139,"4"
"13643",8,0.804455289778303,0.26326916989299,2.13182131468908,0.080600200226874,10.7801634180855,62.7862121256836,0.99655709949837,3.29462572196348,0.482222866847711,9.81502314054272,"4"
"13703",6.77189566452371,0.469828158727176,0.0115932275520158,1.69286320431464,0.0698827355983203,3.29660342423188,7.99052261188406,0.994004464357337,3.35858573111874,0.407321843135654,10.5389630657858,"4"
"14683",6.7,0.87572575089056,0.237008676677942,1.78521859454922,0.0726466484325938,18.4422244764864,33.5454100109637,0.995195417763367,3.4163438918395,0.575557417147793,10.7578745837323,"4"
"14813",5.73669382679975,0.622913779215283,0.018973390276619,1.7105713181901,0.09907806186507,6,12.8091963342749,0.995252904794875,3.65891926181974,0.613979058984122,10.5151530808036,"4"
"14833",7.04693418331222,0.581391950196687,0.513096997357837,1.99510763611785,0.0995251912098457,3,8.41528147335993,0.997176597049545,3.33358612972588,0.499938711241085,10.3,"4"
"14853",6.96383721937025,0.863284554869624,0.0573575739581736,2,0.0673815103156886,4,11,0.995925861368066,3.52626112437705,0.62361169657648,10.0852655020551,"4"
"15223",6.92174106633542,0.480175300818291,0.12227001466109,1.87187362849195,0.0827160875525291,8.1413492434589,23,0.995940191491862,3.36883350351132,0.46890098214858,9.08151788085471,"4"
"3913",7.65566149719917,0.685770102681818,0.18688112407597,1.59515968203942,0.0976735536177634,7,19.9765269567447,0.994691616545652,3.30908946475762,0.603810095187151,10.9567111735727,"4"
"4242",8.67283453775255,0.51352998585916,0.267360447933204,2.71817201351666,0.0867399683240763,16.8230693607654,45.850416832514,0.997251223083657,3.25352707203247,0.619761025190193,9.48447806412686,"4"
"8012",8.19524219108305,0.508430096608705,0.315129929248398,2.00179656883397,0.075523773472881,26.1465127025831,119.657446058628,0.997401062361662,3.21267192108311,0.762378618054512,9.13895373900405,"4"
"95102",5.01273192087129,0.981961659899427,0.0478740669679743,1.58795928005495,0.0468957993781656,41.2518160007969,85.3521230126821,0.994551588999657,3.74386950784993,0.522589749485652,10.382090085988,"4"
"15212",9.44718301848935,0.590672072770489,0.422913239850629,3.76813978734426,0.101111923035613,30.644699041266,69.0630289302546,0.998365504072092,3.21187713462117,1.52353834928418,9.74857940343293,"4"
"16212",7.80270468992518,0.472236461872034,0.184767026161848,1.64264419828096,0.0810913445341952,8.88290252896067,20.1128052328713,0.995961560802856,3.38969620762172,0.666061767497362,11.3683128029254,"4"
"16812",7.57001269959718,0.585033356180456,0.0997997840964664,2.09695221301821,0.0841609204026641,17.0441879780077,40.2743224522185,0.996759106718836,3.35773763781564,0.565727862706052,9.35162171826727,"4"
"17112",7.74711062385681,0.688145253551638,0.204192502205442,1.75527065389684,0.0672231704008908,4,8.59264911796482,0.994833794432729,3.17638039273842,0.516283930980255,9.53279510777445,"4"
"20012",6.90007006403679,0.722805982244291,0.0318817454261522,2.15478715576314,0.0712007230579535,13.5352463059566,31,0.995354381796583,3.4301111829722,0.494423401363311,10.7266839028187,"4"
"22512",8.35908203575024,0.63888303894856,0.357149990313334,2.0052567469054,0.0894498255318128,14.5609625581843,54.9317242215845,0.997431899517675,3.3144405918413,0.568642342564676,10.2876875690816,"4"
"26712",7.77149857411391,0.583305951515315,0.0686575394250776,2.30621172087324,0.0890829254713709,26.8202977425311,60.0070832756239,0.996412398795445,3.28338143824939,0.590320270535063,9.8,"4"
"41012",10.0745433927886,0.469422270321338,0.42269431906596,3.99225530148295,0.078353414593468,26,50.7455128842562,0.998169511677778,3.18636429026682,0.549895387385797,10.2551860552101,"4"
"57712",10.6981875341458,0.408802749573373,0.375046616024483,1.83057568517695,0.117577676853058,6,14,0.99798628615047,3.30834789736334,0.709900675654905,9.97046260786736,"4"
"60112",7.84087823311407,0.664079785066076,0.000883088573899975,2.01417233675316,0.0856110923558834,6.18486596455238,23,0.997996432140111,3.53373259130194,0.919493651860431,9.97893435458143,"4"
"64812",7.46951288107242,1.0777012463975,0.00741546162624315,3.725475375101,0.0846652069325738,5,14.0209696540502,0.996660930744597,3.53557036106214,0.545616727118642,10.7319502275502,"4"
"66012",7.16044041929848,0.826937286097377,0.0272609273083953,4.59361993650596,0.0932215416997952,4.12185196080935,13.0209185960165,0.996986287128755,3.40837232575982,0.473984507742053,10.9143215576366,"4"
"70412",7.46699372835175,0.697084122829452,0.397065700443507,2.45762097234407,0.0939350062404165,20.120165195233,84,0.99631529415545,3.21345361970529,0.519727477572632,9.86045629086113,"4"
"72512",7.5,0.521289096865578,0.224667068217993,2.82074564711481,0.0738710910030056,5.59491751013472,12,0.995766482354326,3.45656197649607,0.619413825259296,11.3239414417639,"4"
"81412",6.95624101281205,0.358861758064031,0.240559158666752,2.16273941499941,0.0873827220438148,4,7.09020211011609,0.994677916522662,3.41693951100755,0.607645917132764,11.1218398373859,"4"
"83112",7.58372341385268,1.13893081618774,0.0251329124573512,2.1807083840117,0.0909117156617299,5,9,0.995398807927775,3.46645482265335,0.469949976309506,10.9,"4"
"83412",10.920627915845,0.483651502534086,0.347798863489117,1.50246192225827,0.119090053865312,35.4986387705203,50.1497894507602,0.996681767340189,3.37906738333491,0.760821726861447,9.87077094788013,"4"
"87312",7.23748690614887,0.372107188110331,0.22363611900134,1.91627430591261,0.0670069739320489,27.5364463567422,48.477030449091,0.995924192809483,3.43590705995207,0.560273108166283,10.1222544307042,"4"
"87712",7.06011115372407,0.462945269207023,0.0122067500715417,2.2566227495932,0.07379303725957,6.97539284636349,14,0.995335418028419,3.4423622741077,0.656395240492703,10.9383324182824,"4"
"92812",8.39197054867246,0.673115789377245,0.174819543512226,2.19113769376844,0.0960268166020369,11.6755254506663,76.1691688599208,0.997277316863343,3.20026390016235,0.592146576393468,9.20392151839917,"4"
"93812",11.9848023295935,0.574675209486546,0.419119324663374,1.4,0.0730236755565694,6,26.3947127392356,0.997640248818023,3.07,0.614995441656111,10.3301476923609,"4"
"112512",5.72116979573812,0.542373799712989,0.0350395599947819,1.73761990360214,0.0615249439018973,4.93341590714344,13,0.994644890496253,3.7031239253646,0.588263200041383,11.4210755360788,"4"
"117712",7.82432414880887,0.538136328512909,0.230527898430097,3.13496055612093,0.077306397299104,21.4075617366573,45.8990180637389,0.996971318159565,3.50358240738332,0.909667788947385,11.9975219939196,"4"
"119012",8.29836680232601,0.69626515298352,0.23349243812617,1.90447753760722,0.082178229283269,5.01873211845024,18.5541015253459,0.996643435715388,3.29000305244024,0.461090218452395,9.48298080519984,"4"
"123412",9.89121921861351,0.28785381599377,0.56415653187379,1.76431772182715,0.166090306029265,12.5064064430608,36.8578653717923,0.996577679720928,3.23302135150591,0.541250309971673,9.33656693517041,"4"
